Probe Set ID	Gene Symbol	Gene Title
A_23_P113111	AR	androgen receptor
A_23_P111919	PURG	purine-rich element binding protein G
A_23_P12392	PTPRC	protein tyrosine phosphatase, receptor type, C
A_33_P3390411	F9	coagulation factor IX
A_23_P93938	NACAD	NAC alpha domain containing
A_23_P420348	POTED	POTE ankyrin domain family, member D
A_23_P24104	PLAU	plasminogen activator, urokinase
A_23_P5460	FEV	FEV (ETS oncogene family)
A_23_P351203	DAOA	D-amino acid oxidase activator
A_24_P397817	LEP	leptin
A_23_P112061	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
A_23_P16275	TSKS	testis-specific serine kinase substrate
A_32_P46238	LOC339240	keratin pseudogene
A_23_P119040	GREB1L	growth regulation by estrogen in breast cancer-like
A_23_P62634	RHCE	Rh blood group, CcEe antigens
A_23_P92025	CIDEC	cell death-inducing DFFA-like effector c
A_23_P122579	DAXX	death-domain associated protein
A_33_P3334225	ACACA	acetyl-Coenzyme A carboxylase alpha
A_23_P108734	ALLC	allantoicase
A_23_P128554	EBPL	emopamil binding protein-like
A_23_P59388	DST	dystonin
A_23_P79591	APOB	apolipoprotein B (including Ag(x) antigen)
A_23_P381505	VWDE	von Willebrand factor D and EGF domains
A_23_P171237	ACRC	acidic repeat containing
A_23_P103110	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
A_33_P3348220	ENGASE	endo-beta-N-acetylglucosaminidase
A_23_P12680	PSAP	prosaposin
A_23_P26094	SLTM	SAFB-like, transcription modulator
A_24_P419132	CENPI	centromere protein I
A_23_P102083	BOLL	bol, boule-like (Drosophila)
A_23_P115161	DARC	Duffy blood group, chemokine receptor
A_33_P3363959	LOC100133732	similar to nebulin			
A_24_P658427	NFIB	nuclear factor I/B
A_23_P103765	FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide
A_23_P140074	PROZ	protein Z, vitamin K-dependent plasma glycoprotein
A_23_P74162	IQCC	IQ motif containing C
A_32_P193646	RBMX	RNA binding motif protein, X-linked
A_23_P9255	SYK	spleen tyrosine kinase
A_24_P7157	RIMKLB	ribosomal modification protein rimK-like family member B
A_23_P108699	FSHR	follicle stimulating hormone receptor
A_33_P3249534	NEFM	neurofilament, medium polypeptide
A_33_P3263170	LOC100130932	small nuclear ribonucleoprotein G-like protein
A_33_P3307307	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)
A_23_P502047	CHRD	chordin
A_23_P10870	DOLK	dolichol kinase
A_23_P13713	PRPH	peripherin
A_24_P287189	TOLLIP	toll interacting protein
A_33_P3259042	MYOCD	myocardin
A_23_P158775	UMOD	uromodulin
A_33_P3382856	DCN	decorin
A_23_P102017	ERMN	ermin, ERM-like protein
A_33_P3727762	SET	SET nuclear oncogene
A_23_P127948	ADM	adrenomedullin
A_24_P396167	CTSW	cathepsin W
A_32_P190944	ACVR1C	activin A receptor, type IC
A_33_P3235568	CAPZB	capping protein (actin filament) muscle Z-line, beta
A_23_P79591	APOB	apolipoprotein B (including Ag(x) antigen)
A_32_P62997	PBK	PDZ binding kinase
A_23_P161998	HPX	hemopexin
A_32_P119616	ETFA	electron-transfer-flavoprotein, alpha polypeptide
A_23_P19313	TBP	TATA box binding protein
A_33_P3325914	TAPBP	TAP binding protein (tapasin)
A_23_P146284	SQLE	squalene epoxidase
A_24_P920125	PPIA	peptidylprolyl isomerase A (cyclophilin A)
A_24_P216361	PRAME	preferentially expressed antigen in melanoma
A_23_P411296	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta
A_24_P60845	ACHE	acetylcholinesterase (Yt blood group)
A_23_P353679	LENEP	lens epithelial protein
A_33_P3233981	NASP	nuclear autoantigenic sperm protein (histone-binding)
A_23_P424051	LOC153328	mitochondrial carrier protein-like
A_23_P101131	GRP	gastrin-releasing peptide
A_23_P203558	HBB	hemoglobin, beta
A_23_P110811	COX7C	cytochrome c oxidase subunit VIIc
A_23_P217938	SPHAR	S-phase response (cyclin related)
A_23_P9255	SYK	spleen tyrosine kinase
A_33_P3275330	NADK	NAD kinase
A_33_P3279407	SYN3	synapsin III
A_23_P79221	ACVR1	activin A receptor, type I
A_33_P3237005	ZFATAS	ZFAT antisense RNA (non-protein coding)
A_32_P168442	HOTAIR	hox transcript antisense RNA (non-protein coding)
A_23_P303210	IKBIP	IKBKB interacting protein
A_32_P191262	ACR	acrosin
A_23_P301925	LOC100288578	similar to cytochrome c oxidase subunit II
A_33_P3221253	LPP	LIM domain containing preferred translocation partner in lipoma
A_23_P111919	PURG	purine-rich element binding protein G
A_24_P185854	DMD	dystrophin
A_23_P40588	HSCB	HscB iron-sulfur cluster co-chaperone homolog (E. coli)
A_23_P127948	ADM	adrenomedullin
A_23_P27215	UBB	ubiquitin B
A_23_P19313	TBP	TATA box binding protein
A_24_P182254	AMELY	amelogenin, Y-linked
A_24_P410017	POTEE	POTE ankyrin domain family, member E
A_23_P105862	FRY	furry homolog (Drosophila)
A_23_P389102	MYO1D	myosin ID
A_24_P71468	QPCT	glutaminyl-peptide cyclotransferase
A_23_P144458	CAMK2D	calcium/calmodulin-dependent protein kinase II delta
A_24_P787897	XYLT1	xylosyltransferase I
A_33_P3417880	NKAPL	NFKB activating protein-like
A_23_P70328	CENPQ	centromere protein Q
A_24_P916656	CRCP	CGRP receptor component
A_33_P3531857	DARS	aspartyl-tRNA synthetase
A_23_P81898	UBD	ubiquitin D
A_33_P3411744	EGOT	eosinophil granule ontogeny transcript (non-protein coding)
A_23_P401568	MAT2A	methionine adenosyltransferase II, alpha
A_23_P57268	CXADR	coxsackie virus and adenovirus receptor
A_33_P3364821	PTPRC	protein tyrosine phosphatase, receptor type, C
A_24_P366415	LOC643997	similar to peptidylprolyl isomerase A			
A_23_P132147	CRYAA	crystallin, alpha A
A_23_P32454	TG	thyroglobulin
A_33_P3289236	HPR	haptoglobin-related protein
A_23_P117298	F7	coagulation factor VII (serum prothrombin conversion accelerator)
A_23_P117727	MTFMT	mitochondrial methionyl-tRNA formyltransferase
A_23_P119040	GREB1L	growth regulation by estrogen in breast cancer-like
A_23_P140511	CLPX	ClpX caseinolytic peptidase X homolog (E. coli)
A_33_P3221019	ZAN	zonadhesin
A_32_P182662	AIDA	axin interactor, dorsalization associated
A_33_P3364884	PDHB	pyruvate dehydrogenase (lipoamide) beta
A_23_P100455	MTHFSD	methenyltetrahydrofolate synthetase domain containing
A_33_P3270863	XDH	xanthine dehydrogenase
A_33_P3245131	LOC100130247	cytochrome c oxidase subunit VIc pseudogene			
A_33_P3344633	LOC100129323	similar to pro-pol protein
A_24_P276873	ERMN	ermin, ERM-like protein
A_24_P388570	MINA	MYC induced nuclear antigen
A_23_P58132	RHOH	ras homolog gene family, member H
A_23_P82868	PLAT	plasminogen activator, tissue
A_23_P123596	GLDC	glycine dehydrogenase (decarboxylating)
A_24_P109069	SYT15	synaptotagmin XV
A_33_P3350547	SCN5A	sodium channel, voltage-gated, type V, alpha subunit
A_33_P3212679	LOC100130932	small nuclear ribonucleoprotein G-like protein
A_33_P3391476	CRYZ	crystallin, zeta (quinone reductase)
A_33_P3397496	F13B	coagulation factor XIII, B polypeptide
A_33_P3370570	LVRN	laeverin
A_23_P421306	SYT12	synaptotagmin XII
A_23_P100074	AVEN	apoptosis, caspase activation inhibitor
A_23_P397341	PAQR4	progestin and adipoQ receptor family member IV
A_23_P10305	CTPS2	CTP synthase II
A_23_P213883	NIPBL	Nipped-B homolog (Drosophila)
A_33_P3386150	LOC100129354	NRADD pseudogene			
A_24_P185314	NAPG	N-ethylmaleimide-sensitive factor attachment protein, gamma
A_24_P413437	NONO	non-POU domain containing, octamer-binding
A_33_P3376551	PTGFR	prostaglandin F receptor (FP)
A_33_P3240767	CIDEC	cell death-inducing DFFA-like effector c
A_33_P3361746	TRPS1	trichorhinophalangeal syndrome I
A_23_P110473	NAIP	NLR family, apoptosis inhibitory protein
A_23_P259071	AREG	amphiregulin
A_23_P123596	GLDC	glycine dehydrogenase (decarboxylating)
A_33_P3387943	GLRB	glycine receptor, beta
A_23_P123974	DTYMK	deoxythymidylate kinase (thymidylate kinase)
A_23_P107132	RCVRN	recoverin
A_23_P130653	RTBDN	retbindin
A_32_P149546	CROCC	ciliary rootlet coiled-coil, rootletin
A_23_P63681	IDE	insulin-degrading enzyme
A_23_P114084	PHEX	phosphate regulating endopeptidase homolog, X-linked
A_23_P315206	CCBL1	cysteine conjugate-beta lyase, cytoplasmic
A_23_P17134	MAL	mal, T-cell differentiation protein
A_33_P3375451	NYNRIN	NYN domain and retroviral integrase containing
A_24_P337657	SRF	serum response factor (c-fos serum response element-binding transcription factor)
A_33_P3358957	PAPL	iron/zinc purple acid phosphatase-like protein
A_24_P397150	GAK	cyclin G associated kinase
A_23_P100868	MYO19	myosin XIX
A_23_P103361	LCK	lymphocyte-specific protein tyrosine kinase
A_33_P3288594	LOC100129055	cyclin Y-like pseudogene
A_23_P110811	COX7C	cytochrome c oxidase subunit VIIc
A_23_P215454	ELN	elastin
A_33_P3265606	GCLM	glutamate-cysteine ligase, modifier subunit
A_23_P85015	MAOB	monoamine oxidase B
A_33_P3401422	LIPM	lipase, family member M
A_23_P126291	SNRPE	small nuclear ribonucleoprotein polypeptide E
A_32_P209094	FGGY	FGGY carbohydrate kinase domain containing
A_23_P258340	PPIA	peptidylprolyl isomerase A (cyclophilin A)
A_24_P317450	OSTCL	oligosaccharyltransferase complex subunit-like
A_23_P203920	SSPN	sarcospan (Kras oncogene-associated gene)
A_23_P503233	EDARADD	EDAR-associated death domain
A_24_P542375	PTMA	prothymosin, alpha
A_32_P78059	MYO1H	myosin IH
A_23_P201368	CTBS	chitobiase, di-N-acetyl-
A_24_P282309	MYOF	myoferlin
A_24_P193592	CCNF	cyclin F
A_23_P121356	BBX	bobby sox homolog (Drosophila)
A_23_P102083	BOLL	bol, boule-like (Drosophila)
A_32_P155631	SDHD	succinate dehydrogenase complex, subunit D, integral membrane protein
A_23_P215956	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)
A_23_P85269	TTN	titin
A_23_P70328	CENPQ	centromere protein Q
A_23_P55706	RELB	v-rel reticuloendotheliosis viral oncogene homolog B
A_23_P100868	MYO19	myosin XIX
A_33_P3284557	ZAK	sterile alpha motif and leucine zipper containing kinase AZK
A_32_P98072	TCHH	trichohyalin
A_23_P102286	LHCGR	luteinizing hormone/choriogonadotropin receptor
A_23_P98183	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog
A_23_P34126	BGN	biglycan
A_23_P126869	PADI3	peptidyl arginine deiminase, type III
A_23_P100141	UNKL	unkempt homolog (Drosophila)-like
A_23_P121356	BBX	bobby sox homolog (Drosophila)
A_23_P105833	BIVM	basic, immunoglobulin-like variable motif containing
A_33_P3361636	MGP	matrix Gla protein
A_33_P3214239	GNASAS	GNAS antisense RNA (non-protein coding)
A_23_P206441	FANCA	Fanconi anemia, complementation group A
A_23_P122815	CALU	calumenin
A_23_P102017	ERMN	ermin, ERM-like protein
A_33_P3284108	NSF	N-ethylmaleimide-sensitive factor
A_23_P100141	UNKL	unkempt homolog (Drosophila)-like
A_33_P3416762	LYPLA1	lysophospholipase I
A_23_P119964	CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta
A_24_P313993	CAPS	calcyphosine
A_24_P353619	ALPL	alkaline phosphatase, liver/bone/kidney
A_23_P24709	OSBP	oxysterol binding protein
A_23_P101671	ATCAY	ataxia, cerebellar, Cayman type
A_23_P71649	MUSK	muscle, skeletal, receptor tyrosine kinase
A_32_P114574	CACYBP	calcyclin binding protein
A_23_P9255	SYK	spleen tyrosine kinase
A_24_P134195	MYADM	myeloid-associated differentiation marker
A_23_P9465	FPGS	folylpolyglutamate synthase
A_33_P3419938	VHL	von Hippel-Lindau tumor suppressor
A_33_P3281552	RPGR	retinitis pigmentosa GTPase regulator
A_23_P138262	PADI4	peptidyl arginine deiminase, type IV
A_23_P111487	SRRT	serrate RNA effector molecule homolog (Arabidopsis)
A_23_P120822	UPB1	ureidopropionase, beta
A_24_P90900	CTRL	chymotrypsin-like
A_33_P3291796	CAMKV	CaM kinase-like vesicle-associated
A_23_P145397	CCNC	cyclin C
A_23_P408108	MTERF	mitochondrial transcription termination factor
A_23_P215790	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)
A_23_P200780	TGFBR3	transforming growth factor, beta receptor III
A_23_P155979	EGF	epidermal growth factor (beta-urogastrone)
A_23_P219144	CLTA	clathrin, light chain (Lca)
A_23_P29735	BSN	bassoon (presynaptic cytomatrix protein)
A_23_P107653	ETFB	electron-transfer-flavoprotein, beta polypeptide
A_23_P117727	MTFMT	mitochondrial methionyl-tRNA formyltransferase
A_24_P203964	LOC653391	glucuronidase, beta pseudogene
A_23_P137248	PRKY	protein kinase, Y-linked
A_33_P3391796	NOG	noggin
A_24_P49199	GLDN	gliomedin
A_33_P3404257	LOC729885	similar to pheromone receptor
A_24_P337334	DCTD	dCMP deaminase
A_33_P3370094	MME	membrane metallo-endopeptidase
A_23_P212508	TF	transferrin
A_33_P3369505	MANEAL	mannosidase, endo-alpha-like
A_23_P116765	LALBA	lactalbumin, alpha-
A_23_P334608	GUSB	glucuronidase, beta
A_23_P58132	RHOH	ras homolog gene family, member H
A_33_P3351624	MYO3A	myosin IIIA
A_24_P295245	ASPH	aspartate beta-hydroxylase
A_33_P3213675	LOC100130445	similar to AML-associated zinc finger protein
A_33_P3258612	PCNA	proliferating cell nuclear antigen
A_23_P115762	ECD	ecdysoneless homolog (Drosophila)
A_24_P9090	HNRPDL	heterogeneous nuclear ribonucleoprotein D-like
A_32_P414791	POLN	polymerase (DNA directed) nu
A_32_P95729	FANCI	Fanconi anemia, complementation group I
A_23_P134347	CPVL	carboxypeptidase, vitellogenic-like
A_23_P10305	CTPS2	CTP synthase II
A_24_P252462	TTPA	tocopherol (alpha) transfer protein
A_33_P3709150	T	T, brachyury homolog (mouse)
A_33_P3414242	MOG	myelin oligodendrocyte glycoprotein
A_33_P3369311	BBX	bobby sox homolog (Drosophila)
A_23_P344037	CHFR	checkpoint with forkhead and ring finger domains
A_23_P29803	POLR2H	polymerase (RNA) II (DNA directed) polypeptide H
A_23_P46903	CAMK2G	calcium/calmodulin-dependent protein kinase II gamma
A_23_P114934	MAEL	maelstrom homolog (Drosophila)
A_23_P109143	PRNP	prion protein
A_32_P234935	TARDBP	TAR DNA binding protein
A_24_P279870	PDYN	prodynorphin
A_33_P3215999	AFMID	arylformamidase
A_24_P184799	COCH	coagulation factor C homolog, cochlin (Limulus polyphemus)
A_33_P3326827	LOC100134152	similar to synaptotagmin XV-a			
A_23_P61426	MSRA	methionine sulfoxide reductase A
A_23_P23292	RXRG	retinoid X receptor, gamma
A_24_P146683	MSMB	microseminoprotein, beta-
A_24_P341674	DIO2	deiodinase, iodothyronine, type II
A_33_P3294608	MVP	major vault protein
A_23_P322008	TRHR	thyrotropin-releasing hormone receptor
A_24_P319942	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)
A_23_P120227	LBH	limb bud and heart development homolog (mouse)
A_23_P116765	LALBA	lactalbumin, alpha-
A_23_P12405	ESPN	espin
A_23_P419150	VENTX	VENT homeobox homolog (Xenopus laevis)
A_23_P10291	CTSE	cathepsin E
A_23_P10506	HPGDS	hematopoietic prostaglandin D synthase
A_23_P250813	WRN	Werner syndrome, RecQ helicase-like
A_23_P144054	PRKCD	protein kinase C, delta
A_24_P399622	COPE	coatomer protein complex, subunit epsilon
A_33_P3238866	SBDS	Shwachman-Bodian-Diamond syndrome
A_33_P3387856	CENPN	centromere protein N
A_23_P12128	TSHB	thyroid stimulating hormone, beta
A_24_P360763	CREM	cAMP responsive element modulator
A_23_P122216	LOX	lysyl oxidase
A_23_P105066	ILK	integrin-linked kinase
A_23_P139682	PZP	pregnancy-zone protein
A_24_P151727	NONO	non-POU domain containing, octamer-binding
A_23_P300076	IQCG	IQ motif containing G
A_33_P3353622	RBAK	RB-associated KRAB zinc finger
A_23_P250813	WRN	Werner syndrome, RecQ helicase-like
A_33_P3288246	MCC	mutated in colorectal cancers
A_24_P380311	CAMK2A	calcium/calmodulin-dependent protein kinase II alpha
A_23_P110531	FST	follistatin
A_23_P79962	MKKS	McKusick-Kaufman syndrome
A_23_P24485	NFRKB	nuclear factor related to kappaB binding protein
A_23_P120281	EDAR	ectodysplasin A receptor
A_33_P3327108	NLK	nemo-like kinase
A_23_P111657	SHH	sonic hedgehog homolog (Drosophila)
A_33_P3288159	ASPM	asp (abnormal spindle) homolog, microcephaly associated (Drosophila)
A_23_P103720	AGMAT	agmatine ureohydrolase (agmatinase)
A_32_P96692	POLH	polymerase (DNA directed), eta
A_23_P1594	VEGFB	vascular endothelial growth factor B
A_23_P9255	SYK	spleen tyrosine kinase
A_23_P93169	LGSN	lengsin, lens protein with glutamine synthetase domain
A_23_P135769	ACTB	actin, beta
A_33_P3247753	TSIX	XIST antisense RNA (non-protein coding)
A_33_P3318960	POLR2F	polymerase (RNA) II (DNA directed) polypeptide F
A_33_P3290707	MME	membrane metallo-endopeptidase
A_23_P10506	HPGDS	hematopoietic prostaglandin D synthase
A_23_P110802	CENPH	centromere protein H
A_23_P3355	POLG	polymerase (DNA directed), gamma
A_23_P111481	SRRT	serrate RNA effector molecule homolog (Arabidopsis)
A_23_P391228	MANEAL	mannosidase, endo-alpha-like
A_23_P17844	PVALB	parvalbumin
A_23_P120227	LBH	limb bud and heart development homolog (mouse)
A_23_P259580	TAPBP	TAP binding protein (tapasin)
A_23_P10385	DTL	denticleless homolog (Drosophila)
A_33_P3387561	OSCAR	osteoclast associated, immunoglobulin-like receptor
A_23_P154306	TANK	TRAF family member-associated NFKB activator
A_23_P114155	GPKOW	G patch domain and KOW motifs
A_23_P252817	SST	somatostatin
A_33_P3379763	LOC100130320	similar to succinate dehydrogenase complex, subunit D, integral membrane protein
A_23_P103349	OCLM	oculomedin
A_23_P98431	HMBS	hydroxymethylbilane synthase
A_24_P215882	ARHGDIG	Rho GDP dissociation inhibitor (GDI) gamma
A_24_P339664	NCLN	nicalin homolog (zebrafish)
A_23_P113634	CBFB	core-binding factor, beta subunit
A_33_P3258478	KIR3DP1	killer-cell Ig-like receptor
A_23_P113111	AR	androgen receptor
A_23_P29282	NPTXR	neuronal pentraxin receptor
A_33_P3312246	PHIP	pleckstrin homology domain interacting protein
A_23_P113701	PDGFA	platelet-derived growth factor alpha polypeptide
A_23_P103349	OCLM	oculomedin
A_24_P40094	ATCAY	ataxia, cerebellar, Cayman type
A_24_P339944	PDGFB	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)
A_23_P164022	MYO1C	myosin IC
A_33_P3318671	LYPLA2	lysophospholipase II
A_23_P375372	FGA	fibrinogen alpha chain
A_23_P139635	DAO	D-amino-acid oxidase
A_23_P48455	AMN	amnionless homolog (mouse)
A_23_P107653	ETFB	electron-transfer-flavoprotein, beta polypeptide
A_24_P53595	GNAS	GNAS complex locus
A_23_P101185	NARS	asparaginyl-tRNA synthetase
A_23_P383422	NFKBID	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta
A_33_P3403392	AACS	acetoacetyl-CoA synthetase
A_33_P3214209	LOC728411	glucuronidase, beta pseudogene
A_23_P82651	NPTX2	neuronal pentraxin II
A_23_P56578	VIT	vitrin
A_23_P215956	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)
A_23_P94397	OMD	osteomodulin
A_23_P58396	PDGFC	platelet derived growth factor C
A_23_P11214	NKRF	NFKB repressing factor
A_23_P160902	FCAMR	Fc receptor, IgA, IgM, high affinity
A_23_P107653	ETFB	electron-transfer-flavoprotein, beta polypeptide
A_24_P262407	THRA	thyroid hormone receptor, alpha (erythroblastic leukemia viral (v-erb-a) oncogene homolog, avian)
A_24_P124349	PDGFD	platelet derived growth factor D
A_24_P366652	ITGAD	integrin, alpha D
A_23_P103765	FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide
A_23_P19852	IQCE	IQ motif containing E
A_23_P99930	TIPIN	TIMELESS interacting protein
A_33_P3290677	HELT	HES/HEY-like transcription factor
A_23_P421401	PDGFRB	platelet-derived growth factor receptor, beta polypeptide
A_23_P110288	GSTCD	glutathione S-transferase, C-terminal domain containing
A_23_P105138	CAT	catalase
A_23_P154411	PPIG	peptidylprolyl isomerase G (cyclophilin G)
A_23_P73721	RRAGB	Ras-related GTP binding B
A_23_P102083	BOLL	bol, boule-like (Drosophila)
A_23_P101683	CLC	Charcot-Leyden crystal protein
A_23_P215566	AHR	aryl hydrocarbon receptor
A_24_P190472	SLPI	secretory leukocyte peptidase inhibitor
A_23_P56734	HNMT	histamine N-methyltransferase
A_23_P101131	GRP	gastrin-releasing peptide
A_23_P80321	POLR2F	polymerase (RNA) II (DNA directed) polypeptide F
A_23_P141248	SRR	serine racemase
A_33_P3275873	SFTPB	surfactant protein B
A_33_P3351944	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)
A_23_P92860	CCNO	cyclin O
A_23_P12405	ESPN	espin
A_23_P63050	UROD	uroporphyrinogen decarboxylase
A_23_P100868	MYO19	myosin XIX
A_23_P12053	SPEN	spen homolog, transcriptional regulator (Drosophila)
